,,AGRICULTURAL PRODUCTION-CROPS,AMUSEMENT AND RECREATION SERVICES,APPAREL & OTHER FINISHED PRODS MADE FROM FABRICS & SIMILAR MATLS,APPAREL AND ACCESSORY STORES,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS,"AUTOMOTIVE REPAIR, SERVICES, AND PARKING",BUILDING CONSTRUCTION - GENERAL CONTRACTORS & OPERATIVE BUILDERS,BUSINESS SERVICES,BUSINESS SERVICES - Large Cap,BUSINESS SERVICES - Small Cap,CHEMICALS AND ALLIED PRODUCTS,CHEMICALS AND ALLIED PRODUCTS - Large Cap,CHEMICALS AND ALLIED PRODUCTS - Small Cap,COMMUNICATIONS,COMMUNICATIONS - Large Cap,COMMUNICATIONS - Small Cap,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,DEPOSITORY INSTITUTIONS,DEPOSITORY INSTITUTIONS - Large Cap,DEPOSITORY INSTITUTIONS - Small Cap,DURABLE GOODS-WHOLESALE,DURABLE GOODS-WHOLESALE - Large Cap,DURABLE GOODS-WHOLESALE - Small Cap,EATING AND DRINKING PLACES,EDUCATIONAL SERVICES,"ELECTRIC, GAS, AND SANITARY SERVICES","ELECTRIC, GAS, AND SANITARY SERVICES - Large Cap","ELECTRIC, GAS, AND SANITARY SERVICES - Small Cap","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT & COMPONENTS, EX CMP EQUIP","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT & COMPONENTS, EX CMP EQUIP - Large Cap","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT & COMPONENTS, EX CMP EQUIP - Small Cap","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES - Large Cap","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES - Small Cap","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY & TRANSPORTATION EQUIPMENT","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY & TRANSPORTATION EQUIPMENT - Large Cap","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY & TRANSPORTATION EQUIPMENT - Small Cap",FOOD AND KINDRED PRODUCTS,FOOD AND KINDRED PRODUCTS - Large Cap,FOOD AND KINDRED PRODUCTS - Small Cap,FOOD STORES,FURNITURE AND FIXTURES,GENERAL MERCHANDISE STORES,HEALTH SERVICES,HEALTH SERVICES - Large Cap,HEALTH SERVICES - Small Cap,HEAVY CONSTRUCTION OTHER THAN BUILDING CONSTRUCTION - CONTRACTORS,HOLDING AND OTHER INVESTMENT OFFICES,HOLDING AND OTHER INVESTMENT OFFICES - Large Cap,HOLDING AND OTHER INVESTMENT OFFICES - Small Cap,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES",INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT - Large Cap,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT - Small Cap,"INSURANCE AGENTS, BROKERS, AND SERVICE",INSURANCE CARRIERS,INSURANCE CARRIERS - Large Cap,INSURANCE CARRIERS - Small Cap,"LUMBER AND WOOD PRODUCTS, EXCEPT FURNITURE","MEASURING,ANALYZING,CONTROL INSTR; PHOTO,MED,OPTIC GDS; WATCHES,CLOCKS","MEASURING,ANALYZING,CONTROL INSTR; PHOTO,MED,OPTIC GDS; WATCHES,CLOCKS - Large Cap","MEASURING,ANALYZING,CONTROL INSTR; PHOTO,MED,OPTIC GDS; WATCHES,CLOCKS - Small Cap",METAL MINING,METAL MINING - Large Cap,METAL MINING - Small Cap,"MINING AND QUARRYING OF NONMETALLIC MINERALS, EXCEPT FUELS",MISCELLANEOUS MANUFACTURING INDUSTRIES,MISCELLANEOUS RETAIL,MISCELLANEOUS RETAIL - Large Cap,MISCELLANEOUS RETAIL - Small Cap,MOTION PICTURES,MOTOR FREIGHT TRANSPORTATION AND WAREHOUSING,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS - Large Cap,NONCLASSIFIABLE ESTABLISHMENTS - Small Cap,NONDEPOSITORY CREDIT INSTITUTIONS,NONDEPOSITORY CREDIT INSTITUTIONS - Large Cap,NONDEPOSITORY CREDIT INSTITUTIONS - Small Cap,NONDURABLE GOODS-WHOLESALE,OIL AND GAS EXTRACTION,OIL AND GAS EXTRACTION - Large Cap,OIL AND GAS EXTRACTION - Small Cap,PAPER AND ALLIED PRODUCTS,PERSONAL SERVICES,PETROLEUM REFINING AND RELATED INDUSTRIES,PRIMARY METAL INDUSTRIES,"PRINTING, PUBLISHING, AND ALLIED INDUSTRIES",REAL ESTATE,RUBBER AND MISCELLANEOUS PLASTICS PRODUCTS,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES, & SERVICES","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES, & SERVICES - Large Cap","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES, & SERVICES - Small Cap","STONE, CLAY, GLASS, AND CONCRETE PRODUCTS",TRANSPORTATION BY AIR,TRANSPORTATION EQUIPMENT,TRANSPORTATION EQUIPMENT - Large Cap,TRANSPORTATION EQUIPMENT - Small Cap,TRANSPORTATION SERVICES,WATER TRANSPORTATION,WATER TRANSPORTATION - Large Cap,WATER TRANSPORTATION - Small Cap
Tstat,HML,-0.7705731516506356,0.1201068917821501,-0.041664186671044504,0.8151944336258188,0.3726033308679227,-1.0144048916471746,1.254427933137815,-0.8794867633739599,-0.8994411489946934,0.9581780778000023,0.20949567581692372,0.2530666588196792,-0.8788864425980205,0.6023279778475944,0.04081863421189014,-0.3737632925075806,-0.815759376197287,0.9915140269756527,1.0013394037470262,1.1697726498894103,-0.3910888485127643,-0.41317291274034146,0.9785579185564067,-0.8571858763444112,0.22890707366046328,0.04250613813121393,0.30405635296608635,0.3195959121542402,-1.3211737804938577,-1.3759670414392215,0.5829066891084161,-0.030133776485930918,0.2746006353445475,-0.22678042577657656,-0.4032769854961475,-0.35067499298335253,0.31527562158385736,0.01981134371789874,-0.21021739118532182,0.7005380446924019,-0.5239913400407675,0.6755360142121206,0.5323044009701374,0.29158257836832396,-0.15911923065228017,-1.1192479564526976,-0.11295216437444723,-0.5622547669206408,-0.699409383865257,-0.3067237284530532,1.094075209973341,0.6332598587363517,0.7973841118888714,1.0971522816106793,-0.09968490912421218,0.1570542613480917,-0.12060456870088604,1.4161240327417164,0.5297339062864148,0.8425074591782115,-0.2708686756825206,1.436702639609042,-0.797731854602844,-0.7949234407851543,-2.167407508693434,0.10341932776623228,-0.6364695267021152,-0.6043040821228457,-0.6869404432445174,0.07618241409214437,-1.7731928556140275,0.4495772214712787,0.2074740986199869,0.138549675279388,-0.3284303310000865,0.7990476482802974,0.8332794912992779,0.8220695657437744,-0.14923912390516206,-0.14952753738712238,0.04896370004319001,-0.10451729076840724,0.9579808280255647,-0.6628922470731683,0.24406548855645452,-0.8633365106780017,0.030959488100609008,1.343545561384545,-0.31361836968034873,0.16109691767825932,0.07600276584564765,1.8857020751544449,0.6575322088026461,0.8750084592931668,0.07411139567627127,0.04275016501427667,2.384595938417526,0.23295651794642463,0.04699018148851054,0.49627443998290555,-0.8328352826163996
Tstat,Mkt-RF,-0.6162610975268029,-0.7648748771810238,0.16889327907505627,-0.021641024976893006,0.506651588146015,-0.15136161100098203,-0.11418735400529673,0.3311795252583699,0.4584076854172837,0.34748024456274645,0.1774156174169163,0.3031267771690228,0.4907723878994043,-0.9175503228148456,-0.27009364171727285,2.1974164588884335,-0.3476938694372092,0.2475529810761482,0.2285799723979618,-0.8094431467950819,0.5269351256614647,0.5008481438049576,0.19885920802327117,-0.6071271167914822,-0.6670636865741977,-0.8322218740706949,-0.7195344697859866,-1.1173643936080764,1.9110943360140658,1.9804357463590416,0.43513621769596417,0.6032802776384694,0.6622909289483928,-0.10330333167044216,0.4212441823305262,0.34210963538234673,0.6169684566753607,-0.8944892716641972,-0.558148338570574,0.09462811468051198,0.8904479656383302,-0.2522941734006522,1.2418501174111243,0.3982219339086334,0.28662610769272756,-1.2091241894327298,0.1413940013559391,-0.7563053514243184,-0.7574876079617786,0.3942184807583416,-0.11275035057102722,0.6239478129883653,0.6388693773102843,0.8082238879982498,-0.6489759605160753,0.3340538810813436,1.111064255158178,-1.9068997453287726,0.7545957193295376,0.25615850681963637,0.1901877363938971,0.2793440373324526,1.0377348174676906,0.9948374016884421,1.3165507290513945,-0.47360541294662967,0.18595376395539145,-0.15601450043399534,-0.15015653862448894,0.9871902366195529,1.3887641878861445,0.34215933929096015,0.10941636681290084,0.11503523828568797,-0.3919002168025076,-0.4516744038841926,-0.4822716542919048,-2.086955530507716,-0.19457707086886017,0.034253065690379246,-0.07450379370536118,0.9576862305808316,-0.17549070394499264,-0.7843092832414246,-0.44865341969007355,0.8189108047952652,0.2460634044222628,-0.13004012177057603,0.017210618927058146,0.20586153937024393,0.4052484213745719,-0.6969938062283082,0.038105019050332194,-0.7534701888074502,0.8278046459963118,0.8775690548771429,-0.4841880355874889,-0.23554825554879577,-0.6744800970912241,-0.9421081114160362,1.9338084657511208
Tstat,RMW,-0.6434436087268827,-1.2647639478229635,-0.41717941160690863,-0.9573609878871037,-0.2954837721799401,1.2614907412987517,-0.9762472140492174,-0.7228890294643345,-0.44430991325472186,-0.3220696285743589,-0.046163770870743054,-0.014101065867173933,-1.7554041135213958,-1.485593611431528,-1.1696257334545597,2.0915239899162845,-0.05440535107286686,-0.8260920130852709,-0.8587753786179041,-1.5976703206717526,-0.48330595853161984,-0.24944942220755612,-1.9045464904895775,0.061280611500514136,-0.06106205548810527,-1.2120155611546537,-1.2531794796012925,-0.06717230396150527,-0.4178530554919449,-0.2709016173117642,-1.6578946468307088,-0.036457218977854484,0.2546638981985817,1.2244485628153072,-1.110114873242743,-1.2176712579299689,-2.265926430721363,-0.3504051561584415,0.17956397693750792,-1.637449313869971,1.2809982356554344,-0.7546284458857911,0.5619257028653292,-1.7363419405055172,-2.1334119832313894,-1.0569421869148998,-0.7533455425544228,-0.8302344833902001,-0.6548124020110307,-0.9609000032012587,-0.9755312898041621,-0.6542373408150673,-0.5286452783170871,1.0321774245258815,1.0089180262197006,-0.8005995921511836,-0.5750793901420628,1.0566742995211151,-1.2041083971103799,0.0812221286826589,-0.8262090059200925,0.7214094001216926,-1.7505754864677114,-1.770496143769707,-1.5211655837010922,-0.3956701071632455,0.21516227302816254,-1.4757936237083256,-1.4207453741085898,-0.8447734593967513,-0.5245297012869007,0.7169864559740509,-1.2580931644461941,-1.2366349071023428,-1.096363616744107,0.8368019534032621,0.847304156772188,-0.10430325560257982,-1.691818025027934,-0.36618630275508124,-0.407432363141887,1.3841670091899985,-1.1619429498889415,0.5199537451431456,0.6059839874673608,-1.166579978865747,-1.5962146461481437,-2.589550747009634,-0.47912869026794397,-1.7998506307250464,-1.5003196605704252,-1.559993544611518,-1.0382439059790576,-1.5859058862255524,-0.874379511134788,-0.8615467658543742,-1.67195131642064,-1.0095697146407132,-1.2147361117697006,-1.0850608898024015,0.10084287080678934
Tstat,SMB,0.09531490304854447,0.10742528756756348,0.6263420421506641,0.23167138832193818,-0.7492975338080067,1.4991764820132758,-0.896832778808771,0.7535128635345312,0.6696500949351654,-1.164115777370832,0.7299137998719992,0.5348437302383893,-0.4670002769629568,0.2421508229981273,0.34229429096904246,-0.8778801384071271,0.07339608842560391,-0.03921822265648725,-0.02822254136350885,-0.505656420141616,-0.5053966156221857,-0.360146088563794,0.1363538359671486,0.3225538508607722,-0.11270299169736998,-0.2953907860342101,-0.6500825082406625,2.550356409279297,0.044529815666006084,0.08342852478945004,0.046376675312379344,0.008102212639433162,0.034403420127701846,1.1548464177524593,-0.23330106664804978,-0.21497708242726996,-2.5159450350134644,0.16696407642003228,0.034759912376703166,-0.3745433570602356,-1.1191626326253847,0.4957598673600435,-0.0026259227190481072,-1.4725406306731716,-1.7779815643290051,0.5520001813190683,0.1263786514678045,-0.11730264935468945,-0.16933588965094504,0.28968297995345993,-0.7755445428567308,-0.3757332924480358,-0.5396457348392196,-0.15823162690934495,0.7240759362251917,-0.6344067964406628,-0.7723817313709153,1.2718919831384137,-0.3452955422033095,0.450717991937967,-0.12059846131490032,0.6845957048219354,0.3247278730678803,0.3067472163573688,0.8743414483076599,0.9684713546625293,0.7310041786441264,-0.10976657984771038,-0.055502146329843384,-0.32090146065694714,0.03454291456044595,0.774693753406899,-0.8414231410142359,-0.7515735844665146,0.9491087305312136,0.5706631889281575,0.5542546466733344,1.1924166718297144,-0.18562332122281353,0.24709304985113764,0.028990451065508797,-0.028910665390957612,-0.06186929862973808,0.5960988693873853,0.1665594894644231,-0.27696225154008813,-0.8613480736305915,-0.7985751015278815,0.2442340089720937,-0.12499478684041256,-0.05896249344264748,0.33575176125829476,-0.8859828822375592,-0.06120903503239415,0.10488418327397328,0.13791370502675834,-2.763010133077624,0.8076274735584829,0.35576822429223076,0.41251395257787193,1.7942188936093417
is_significant,"('Tstat', 'Alpha')",0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
is_significant,"('Tstat', 'CMA')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'HML')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'Mkt-RF')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'RMW')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_significant,"('Tstat', 'SMB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
